	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189
11	0.5	0.0	0.5	0.6	0.5	0.5	0.08	0.47	0.0	0.0	1.0	0.34	0.25	0.0	0.4	0.01	0.5	0.5	0.51	0.33	0.57	0.25	0.5	0.5	0.0	0.0	0.63	0.5	0.63	0.47	0.0	0.39	0.5	0.5	0.6	0.5	0.4	0.48	0.0	0.52	0.4	0.12	0.33	0.47	0.5	0.5	0.63	0.0	0.51	0.5	0.0	0.46	0.26	0.0	0.42	0.47	0.5	0.67	0.63	0.5	0.0	0.04	0.62	0.14	0.62	0.0	0.0	0.34	0.33	0.08	0.0	0.0	0.0	0.37	0.5	0.0	0.25	0.43	0.0	0.49	0.5	0.0	0.5	0.64	0.5	0.47	0.0	0.5	0.0	0.5	0.0	0.5	0.5	0.48	0.0	0.47	0.47	0.69	0.5	0.37	0.5	0.72	0.0	0.48	0.56	0.63	0.5	0.35	0.5	0.5	0.48	0.0	0.24	0.0	0.0	0.29	0.42	0.53	0.33	0.47	0.5	0.56	0.41	0.5	0.5	0.0	0.47	0.0	0.5	0.5	0.5	0.0	0.5	0.4	0.56	0.18	0.3	0.47	0.48	0.5	0.38	0.5	0.3	0.0	0.47	0.41	0.0	0.47	0.53	0.48	0.0	0.0	0.0	0.0	0.54	0.5	0.5	0.5	0.01	0.0	0.44	0.5	0.0	0.28	0.61	0.55	0.0	0.25	0.72	0.3	0.5	0.0	0.5	0.46	0.27	0.5	0.0	0.54	0.0	0.0	0.5	0.7	0.5	0.0	0.36	0.28	0.0	0.09	0.43
12	0.5	0.0	0.68	0.52	0.49	0.5	0.17	0.47	0.0	0.0	0.3	1.0	0.28	0.0	0.56	0.43	0.34	0.5	0.54	0.49	0.61	0.46	0.3	0.5	0.41	0.0	0.5	0.5	0.5	0.5	0.04	0.64	0.33	0.3	0.54	0.5	0.3	0.76	0.25	0.5	0.5	0.25	0.5	0.3	0.36	0.5	0.5	0.0	0.34	0.5	0.32	0.33	0.61	0.0	0.67	0.3	0.5	0.4	0.5	0.5	0.21	0.11	0.49	0.25	0.5	0.3	0.03	0.56	0.3	0.25	0.0	0.27	0.17	0.47	0.5	0.25	0.44	0.41	0.0	0.46	0.44	0.24	0.5	0.5	0.3	0.56	0.0	0.5	0.0	0.5	0.26	0.5	0.34	0.3	0.0	0.5	0.64	0.38	0.56	0.5	0.5	0.56	0.3	0.75	0.5	0.52	0.5	0.56	0.55	0.36	0.43	0.25	0.37	0.0	0.22	0.5	0.32	0.58	0.5	0.56	0.44	0.56	0.59	0.5	0.76	0.0	0.5	0.0	0.5	0.51	0.67	0.08	0.5	0.57	0.5	0.29	0.33	0.56	0.38	0.5	0.37	0.5	0.3	0.05	0.55	0.56	0.35	0.5	0.44	0.5	0.0	0.0	0.0	0.07	0.68	0.5	0.71	0.53	0.25	0.0	0.5	0.65	0.25	0.5	0.48	0.3	0.38	0.53	0.5	0.5	0.5	0.0	0.52	0.3	0.5	0.3	0.0	0.5	0.25	0.1	0.5	0.62	0.76	0.0	0.56	0.4	0.36	0.41	0.56
13	0.64	0.0	0.71	0.74	0.5	0.51	0.0	0.53	0.0	0.0	0.38	0.27	1.0	0.0	0.5	0.0	0.64	0.66	0.66	0.53	0.76	0.49	0.55	0.64	0.0	0.0	0.72	0.62	0.66	0.6	0.0	0.59	0.65	0.47	0.76	0.5	0.65	0.57	0.03	0.71	0.5	0.11	0.51	0.48	0.59	0.61	0.76	0.0	0.57	0.57	0.0	0.47	0.45	0.0	0.54	0.3	0.71	0.32	0.76	0.63	0.0	0.0	0.72	0.26	0.68	0.0	0.0	0.44	0.52	0.27	0.0	0.0	0.0	0.56	0.72	0.08	0.32	0.5	0.0	0.45	0.51	0.0	0.5	0.53	0.63	0.56	0.0	0.38	0.0	0.63	0.0	0.38	0.57	0.57	0.0	0.54	0.56	0.76	0.61	0.3	0.47	0.7	0.0	0.5	0.65	0.74	0.38	0.54	0.62	0.56	0.65	0.11	0.14	0.0	0.0	0.38	0.45	0.72	0.5	0.53	0.5	0.75	0.61	0.57	0.56	0.0	0.48	0.0	0.41	0.59	0.5	0.0	0.58	0.47	0.57	0.06	0.5	0.42	0.68	0.5	0.38	0.6	0.44	0.0	0.45	0.56	0.0	0.47	0.68	0.44	0.0	0.0	0.0	0.0	0.76	0.5	0.5	0.66	0.0	0.0	0.57	0.67	0.08	0.19	0.61	0.52	0.15	0.36	0.7	0.47	0.7	0.0	0.51	0.38	0.38	0.73	0.0	0.74	0.0	0.0	0.53	0.58	0.53	0.0	0.52	0.5	0.0	0.0	0.56
14	0.33	0.5	0.38	0.42	0.33	0.18	0.0	0.47	0.3	0.47	0.0	0.4	0.25	1.0	0.25	0.5	0.0	0.0	0.11	0.38	0.33	0.25	0.33	0.0	0.5	0.44	0.47	0.27	0.47	0.29	0.25	0.33	0.17	0.0	0.46	0.0	0.25	0.25	0.3	0.4	0.33	0.13	0.47	0.0	0.31	0.49	0.44	0.3	0.36	0.0	0.13	0.38	0.49	0.33	0.33	0.0	0.36	0.0	0.33	0.38	0.3	0.0	0.38	0.47	0.0	0.0	0.56	0.3	0.29	0.3	0.5	0.36	0.0	0.25	0.38	0.31	0.4	0.12	0.46	0.5	0.33	0.56	0.33	0.17	0.33	0.3	0.48	0.0	0.5	0.33	0.36	0.33	0.33	0.33	0.5	0.33	0.5	0.49	0.27	0.17	0.0	0.36	0.39	0.33	0.33	0.42	0.0	0.33	0.45	0.35	0.31	0.5	0.4	0.5	0.33	0.3	0.24	0.63	0.3	0.33	0.13	0.5	0.47	0.33	0.5	0.3	0.16	0.3	0.2	0.47	0.33	0.39	0.25	0.5	0.0	0.25	0.12	0.11	0.49	0.0	0.25	0.3	0.12	0.5	0.36	0.25	0.4	0.33	0.33	0.5	0.5	0.25	0.5	0.5	0.52	0.61	0.33	0.47	0.29	0.35	0.25	0.33	0.5	0.61	0.28	0.33	0.5	0.63	0.36	0.33	0.54	0.5	0.33	0.0	0.4	0.0	0.45	0.44	0.4	0.5	0.33	0.3	0.33	0.5	0.18	0.29	0.56	0.38	0.3
15	0.56	0.0	0.57	0.5	0.45	0.38	0.14	0.5	0.0	0.0	0.5	0.33	0.5	0.0	1.0	0.06	0.5	0.5	0.5	0.39	0.5	0.47	0.5	0.47	0.05	0.0	0.56	0.68	0.75	0.13	0.0	0.45	0.5	0.34	0.47	0.5	0.47	0.53	0.0	0.5	0.5	0.18	0.5	0.34	0.45	0.5	0.55	0.0	0.56	0.7	0.0	0.5	0.47	0.0	0.5	0.39	0.5	0.5	0.33	0.56	0.0	0.1	0.56	0.2	0.47	0.0	0.0	0.5	0.39	0.14	0.0	0.0	0.0	0.33	0.5	0.0	0.44	0.57	0.0	0.26	0.37	0.0	0.5	0.5	0.5	0.5	0.0	0.5	0.0	0.5	0.0	0.56	0.5	0.5	0.0	0.5	0.43	0.74	0.56	0.43	0.13	0.75	0.0	0.5	0.6	0.13	0.33	0.5	0.63	0.5	0.54	0.05	0.3	0.0	0.0	0.5	0.47	0.59	0.5	0.5	0.56	0.5	0.5	0.5	0.5	0.0	0.56	0.0	0.47	0.5	0.5	0.0	0.6	0.46	0.5	0.23	0.47	0.5	0.5	0.5	0.5	0.5	0.47	0.0	0.32	0.5	0.03	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.59	0.5	0.53	0.52	0.07	0.0	0.5	0.5	0.0	0.34	0.5	0.5	0.02	0.47	0.63	0.47	0.5	0.0	0.37	0.5	0.33	0.5	0.0	0.6	0.0	0.0	0.56	0.63	0.47	0.0	0.5	0.5	0.0	0.15	0.5
16	0.3	0.41	0.37	0.3	0.0	0.14	0.25	0.5	0.3	0.5	0.0	0.5	0.5	0.41	0.3	1.0	0.13	0.25	0.31	0.28	0.5	0.25	0.5	0.47	0.5	0.41	0.47	0.3	0.47	0.3	0.13	0.3	0.0	0.25	0.37	0.1	0.25	0.5	0.26	0.5	0.25	0.25	0.5	0.24	0.3	0.5	0.3	0.0	0.37	0.25	0.13	0.37	0.38	0.32	0.5	0.25	0.33	0.16	0.36	0.39	0.25	0.01	0.47	0.43	0.25	0.32	0.25	0.3	0.19	0.5	0.11	0.33	0.14	0.25	0.47	0.38	0.4	0.1	0.0	0.47	0.5	0.5	0.5	0.25	0.16	0.3	0.26	0.03	0.41	0.29	0.27	0.5	0.25	0.3	0.41	0.47	0.5	0.49	0.3	0.38	0.25	0.33	0.36	0.67	0.5	0.33	0.3	0.5	0.45	0.36	0.22	0.35	0.5	0.41	0.31	0.31	0.24	0.56	0.3	0.67	0.5	0.5	0.13	0.36	0.5	0.3	0.16	0.3	0.3	0.5	0.67	0.3	0.24	0.5	0.33	0.37	0.3	0.3	0.5	0.25	0.14	0.5	0.16	0.48	0.36	0.5	0.5	0.16	0.35	0.62	0.21	0.25	0.41	0.38	0.5	0.5	0.25	0.67	0.25	0.25	0.5	0.3	0.35	0.5	0.27	0.16	0.44	0.5	0.35	0.5	0.5	0.41	0.67	0.25	0.36	0.24	0.25	0.44	0.25	0.25	0.6	0.3	0.63	0.41	0.3	0.25	0.5	0.5	0.3
17	0.54	0.0	0.54	0.56	0.5	0.5	0.11	0.5	0.0	0.0	0.5	0.37	0.33	0.0	0.47	0.03	1.0	0.5	0.5	0.58	0.59	0.54	0.5	0.5	0.02	0.0	0.58	0.33	0.56	0.4	0.0	0.5	0.5	0.31	0.5	0.5	0.3	0.5	0.0	0.5	0.31	0.15	0.5	0.5	0.5	0.5	0.5	0.0	0.43	0.56	0.0	0.5	0.29	0.0	0.45	0.4	0.5	0.67	0.6	0.56	0.0	0.07	0.5	0.17	0.5	0.0	0.0	0.51	0.35	0.11	0.0	0.0	0.0	0.39	0.58	0.0	0.25	0.5	0.0	0.52	0.5	0.0	0.51	0.5	0.5	0.5	0.0	0.5	0.0	0.59	0.0	0.5	0.5	0.5	0.0	0.46	0.5	0.56	0.5	0.39	0.5	0.5	0.0	0.47	0.51	0.6	0.67	0.5	0.64	0.5	0.5	0.02	0.27	0.0	0.0	0.31	0.44	0.56	0.36	0.59	0.5	0.56	0.44	0.5	0.5	0.0	0.3	0.0	0.5	0.5	0.5	0.0	0.5	0.43	0.73	0.2	0.5	0.5	0.51	0.5	0.45	0.5	0.5	0.0	0.3	0.44	0.0	0.5	0.54	0.5	0.0	0.0	0.0	0.0	0.56	0.5	0.56	0.5	0.04	0.0	0.47	0.67	0.0	0.31	0.5	0.58	0.0	0.25	0.52	0.3	0.53	0.0	0.5	0.34	0.48	0.5	0.0	0.5	0.0	0.0	0.5	0.71	0.36	0.0	0.5	0.31	0.0	0.11	0.46
18	0.33	0.0	0.33	0.33	0.36	0.38	0.0	0.37	0.0	0.0	0.32	0.16	0.23	0.0	0.26	0.0	0.29	1.0	0.41	0.37	0.57	0.33	0.51	0.27	0.0	0.0	0.5	0.5	0.54	0.41	0.0	0.42	0.28	0.25	0.47	0.5	0.28	0.5	0.0	0.53	0.25	0.0	0.33	0.25	0.22	0.44	0.54	0.0	0.5	0.54	0.0	0.11	0.26	0.0	0.45	0.41	0.48	0.5	0.5	0.26	0.0	0.0	0.44	0.0	0.57	0.0	0.0	0.07	0.37	0.0	0.0	0.0	0.0	0.25	0.33	0.0	0.2	0.36	0.0	0.25	0.36	0.0	0.51	0.5	0.39	0.44	0.0	0.5	0.0	0.38	0.0	0.5	0.34	0.45	0.0	0.31	0.19	0.51	0.36	0.19	0.5	0.54	0.0	0.36	0.38	0.48	0.5	0.33	0.46	0.41	0.5	0.0	0.07	0.0	0.0	0.34	0.25	0.35	0.15	0.38	0.39	0.38	0.23	0.32	0.25	0.0	0.5	0.0	0.35	0.43	0.33	0.0	0.41	0.22	0.5	0.0	0.5	0.29	0.5	0.5	0.38	0.43	0.5	0.0	0.26	0.44	0.0	0.17	0.5	0.3	0.0	0.0	0.0	0.0	0.55	0.33	0.35	0.49	0.0	0.0	0.47	0.29	0.0	0.1	0.43	0.27	0.0	0.24	0.54	0.33	0.5	0.0	0.36	0.5	0.27	0.5	0.0	0.5	0.0	0.0	0.5	0.52	0.38	0.0	0.25	0.25	0.0	0.0	0.46
19	0.49	0.0	0.5	0.13	0.45	0.5	0.06	0.5	0.0	0.0	0.48	0.32	0.28	0.0	0.42	0.0	0.45	0.5	1.0	0.31	0.54	0.33	0.47	0.5	0.0	0.0	0.56	0.5	0.5	0.45	0.0	0.37	0.5	0.41	0.54	0.5	0.43	0.45	0.0	0.58	0.42	0.1	0.5	0.49	0.5	0.5	0.56	0.0	0.48	0.55	0.0	0.38	0.25	0.0	0.4	0.47	0.5	0.67	0.5	0.5	0.0	0.02	0.5	0.12	0.51	0.0	0.0	0.34	0.25	0.06	0.0	0.0	0.0	0.34	0.5	0.0	0.25	0.37	0.0	0.42	0.29	0.0	0.56	0.62	0.5	0.47	0.0	0.5	0.0	0.54	0.0	0.47	0.49	0.46	0.0	0.47	0.5	0.66	0.5	0.34	0.5	0.53	0.0	0.47	0.53	0.5	0.5	0.46	0.61	0.5	0.46	0.0	0.22	0.0	0.0	0.26	0.39	0.5	0.3	0.47	0.5	0.54	0.39	0.5	0.5	0.0	0.5	0.0	0.5	0.5	0.47	0.0	0.5	0.38	0.68	0.15	0.3	0.45	0.46	0.62	0.32	0.5	0.31	0.0	0.47	0.39	0.0	0.32	0.5	0.46	0.0	0.0	0.0	0.0	0.51	0.48	0.5	0.5	0.0	0.0	0.42	0.45	0.0	0.26	0.45	0.52	0.0	0.25	0.54	0.3	0.48	0.0	0.51	0.45	0.19	0.51	0.0	0.52	0.0	0.0	0.55	0.67	0.51	0.0	0.35	0.25	0.0	0.06	0.41
20	0.53	0.0	0.67	0.5	0.5	0.47	0.25	0.44	0.0	0.0	0.5	0.47	0.4	0.0	0.61	0.17	0.5	0.47	0.55	1.0	0.62	0.47	0.66	0.62	0.15	0.0	0.5	0.76	0.5	0.52	0.0	0.47	0.63	0.45	0.59	0.5	0.59	0.64	0.0	0.5	0.46	0.29	0.5	0.45	0.5	0.5	0.5	0.0	0.4	0.5	0.07	0.45	0.43	0.0	0.59	0.76	0.53	0.67	0.6	0.61	0.0	0.21	0.5	0.26	0.63	0.04	0.0	0.5	0.5	0.25	0.0	0.01	0.0	0.44	0.5	0.06	0.4	0.42	0.0	0.43	0.48	0.0	0.66	0.32	0.59	0.58	0.0	0.5	0.0	0.5	0.0	0.5	0.35	0.51	0.0	0.5	0.5	0.76	0.71	0.5	0.47	0.76	0.07	0.49	0.5	0.53	0.67	0.51	0.56	0.54	0.5	0.16	0.41	0.0	0.0	0.45	0.33	0.7	0.5	0.5	0.5	0.67	0.5	0.5	0.54	0.0	0.47	0.0	0.7	0.51	0.53	0.0	0.5	0.47	0.53	0.34	0.5	0.5	0.65	0.5	0.4	0.5	0.67	0.0	0.47	0.58	0.13	0.5	0.45	0.55	0.0	0.0	0.0	0.0	0.69	0.45	0.5	0.54	0.18	0.0	0.54	0.5	0.06	0.45	0.49	0.5	0.12	0.4	0.44	0.5	0.67	0.0	0.5	0.5	0.5	0.56	0.0	0.5	0.0	0.0	0.47	0.64	0.51	0.0	0.52	0.41	0.11	0.25	0.5
21	0.45	0.0	0.3	0.13	0.25	0.4	0.0	0.47	0.0	0.0	0.3	0.18	0.24	0.0	0.38	0.0	0.25	0.5	0.46	0.27	1.0	0.25	0.5	0.38	0.0	0.0	0.33	0.4	0.65	0.41	0.0	0.33	0.39	0.25	0.3	0.0	0.3	0.41	0.0	0.45	0.25	0.06	0.25	0.22	0.33	0.4	0.56	0.0	0.44	0.36	0.0	0.21	0.26	0.0	0.35	0.5	0.49	0.3	0.3	0.37	0.0	0.0	0.5	0.08	0.5	0.0	0.0	0.19	0.26	0.02	0.0	0.0	0.0	0.25	0.13	0.0	0.32	0.3	0.0	0.25	0.25	0.0	0.42	0.24	0.5	0.47	0.0	0.17	0.0	0.33	0.0	0.47	0.25	0.42	0.0	0.29	0.3	0.5	0.33	0.06	0.5	0.65	0.0	0.26	0.49	0.5	0.3	0.28	0.36	0.31	0.39	0.0	0.0	0.0	0.0	0.45	0.25	0.46	0.49	0.47	0.49	0.5	0.35	0.47	0.31	0.0	0.47	0.0	0.4	0.33	0.43	0.0	0.47	0.33	0.5	0.11	0.3	0.4	0.5	0.58	0.5	0.4	0.3	0.0	0.23	0.5	0.0	0.28	0.48	0.3	0.0	0.0	0.0	0.0	0.47	0.44	0.47	0.41	0.0	0.0	0.37	0.25	0.0	0.22	0.36	0.11	0.0	0.3	0.32	0.3	0.5	0.0	0.25	0.5	0.15	0.47	0.0	0.47	0.0	0.0	0.5	0.5	0.3	0.0	0.25	0.21	0.0	0.02	0.47
22	0.5	0.0	0.5	0.57	0.5	0.53	0.07	0.53	0.0	0.0	0.47	0.33	0.51	0.0	0.47	0.0	0.46	0.63	0.5	0.53	0.66	1.0	0.48	0.5	0.0	0.0	0.53	0.64	0.7	0.5	0.0	0.59	0.47	0.26	0.5	0.58	0.5	0.5	0.0	0.5	0.47	0.11	0.5	0.33	0.38	0.61	0.75	0.0	0.5	0.5	0.0	0.47	0.47	0.0	0.55	0.31	0.5	0.7	0.5	0.5	0.0	0.0	0.6	0.12	0.5	0.0	0.0	0.47	0.44	0.07	0.0	0.0	0.0	0.35	0.53	0.0	0.36	0.5	0.0	0.48	0.5	0.0	0.47	0.63	0.63	0.47	0.0	0.63	0.0	0.5	0.0	0.48	0.5	0.47	0.0	0.41	0.5	0.75	0.53	0.35	0.33	0.71	0.0	0.33	0.54	0.33	0.5	0.5	0.5	0.5	0.56	0.0	0.23	0.0	0.0	0.33	0.4	0.7	0.45	0.33	0.5	0.55	0.47	0.43	0.5	0.0	0.47	0.0	0.5	0.5	0.48	0.0	0.47	0.38	0.63	0.16	0.5	0.45	0.5	0.63	0.5	0.5	0.5	0.0	0.48	0.5	0.0	0.47	0.5	0.47	0.0	0.0	0.0	0.0	0.67	0.49	0.5	0.5	0.0	0.0	0.42	0.66	0.0	0.26	0.5	0.53	0.0	0.4	0.6	0.3	0.5	0.0	0.5	0.5	0.44	0.52	0.0	0.5	0.0	0.0	0.56	0.68	0.54	0.0	0.5	0.49	0.0	0.07	0.42
23	0.47	0.0	0.5	0.5	0.32	0.44	0.0	0.47	0.0	0.0	0.47	0.22	0.31	0.0	0.33	0.01	0.26	0.13	0.53	0.33	0.5	0.43	1.0	0.46	0.0	0.0	0.63	0.56	0.63	0.5	0.0	0.37	0.46	0.33	0.47	0.41	0.46	0.48	0.0	0.52	0.33	0.13	0.32	0.39	0.4	0.5	0.56	0.0	0.51	0.53	0.0	0.26	0.27	0.0	0.44	0.47	0.47	0.3	0.5	0.45	0.0	0.05	0.63	0.15	0.5	0.0	0.0	0.26	0.33	0.0	0.0	0.0	0.0	0.33	0.5	0.0	0.13	0.39	0.0	0.18	0.32	0.0	0.49	0.63	0.44	0.42	0.0	0.33	0.0	0.47	0.0	0.5	0.5	0.26	0.0	0.35	0.38	0.69	0.44	0.37	0.42	0.72	0.0	0.47	0.47	0.5	0.39	0.5	0.43	0.38	0.49	0.0	0.25	0.0	0.0	0.29	0.42	0.54	0.34	0.47	0.5	0.57	0.42	0.46	0.5	0.0	0.47	0.0	0.4	0.5	0.47	0.0	0.47	0.26	0.5	0.0	0.39	0.33	0.49	0.5	0.4	0.5	0.39	0.0	0.27	0.38	0.0	0.35	0.47	0.25	0.0	0.0	0.0	0.0	0.41	0.5	0.5	0.5	0.0	0.0	0.45	0.37	0.0	0.26	0.5	0.26	0.0	0.17	0.63	0.4	0.5	0.0	0.32	0.5	0.25	0.5	0.0	0.55	0.0	0.0	0.47	0.5	0.34	0.0	0.36	0.29	0.0	0.09	0.44
24	0.5	0.0	0.5	0.36	0.36	0.5	0.1	0.5	0.0	0.0	0.5	0.32	0.25	0.0	0.47	0.0	0.5	0.37	0.5	0.38	0.5	0.26	0.5	1.0	0.04	0.0	0.56	0.5	0.5	0.36	0.0	0.44	0.51	0.47	0.25	0.5	0.3	0.5	0.0	0.57	0.47	0.17	0.37	0.33	0.45	0.47	0.5	0.0	0.33	0.47	0.0	0.33	0.31	0.0	0.47	0.47	0.5	0.36	0.4	0.5	0.0	0.0	0.36	0.19	0.5	0.0	0.0	0.33	0.34	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.25	0.25	0.0	0.5	0.5	0.0	0.54	0.58	0.5	0.47	0.0	0.47	0.0	0.56	0.0	0.5	0.57	0.5	0.0	0.4	0.47	0.45	0.5	0.42	0.5	0.5	0.0	0.37	0.56	0.5	0.5	0.4	0.48	0.47	0.5	0.05	0.26	0.0	0.0	0.34	0.47	0.47	0.25	0.39	0.5	0.5	0.46	0.5	0.47	0.0	0.5	0.0	0.5	0.57	0.54	0.0	0.5	0.2	0.56	0.23	0.25	0.43	0.4	0.56	0.25	0.47	0.5	0.0	0.4	0.46	0.02	0.47	0.33	0.35	0.0	0.0	0.0	0.0	0.5	0.5	0.58	0.56	0.06	0.0	0.33	0.5	0.0	0.33	0.36	0.5	0.01	0.25	0.5	0.33	0.5	0.0	0.38	0.3	0.26	0.5	0.0	0.47	0.0	0.0	0.58	0.36	0.39	0.0	0.4	0.25	0.0	0.14	0.44
25	0.47	0.33	0.42	0.13	0.33	0.3	0.33	0.47	0.25	0.25	0.16	0.5	0.25	0.33	0.05	0.5	0.33	0.28	0.43	0.0	0.5	0.45	0.33	0.39	1.0	0.13	0.25	0.3	0.25	0.26	0.13	0.33	0.33	0.17	0.33	0.25	0.28	0.3	0.17	0.67	0.3	0.2	0.36	0.0	0.33	0.5	0.3	0.25	0.25	0.25	0.38	0.19	0.0	0.19	0.33	0.25	0.5	0.25	0.3	0.47	0.13	0.5	0.25	0.63	0.33	0.33	0.0	0.17	0.25	0.3	0.18	0.46	0.0	0.18	0.47	0.25	0.25	0.15	0.33	0.21	0.36	0.5	0.67	0.25	0.31	0.33	0.25	0.25	0.25	0.45	0.29	0.4	0.08	0.33	0.25	0.67	0.33	0.5	0.3	0.33	0.25	0.5	0.38	0.67	0.16	0.27	0.0	0.67	0.59	0.36	0.17	0.5	0.5	0.44	0.24	0.25	0.0	0.5	0.4	0.58	0.5	0.3	0.46	0.37	0.53	0.25	0.3	0.25	0.37	0.31	0.33	0.25	0.21	0.33	0.25	0.3	0.3	0.33	0.33	0.25	0.25	0.5	0.3	0.45	0.36	0.3	0.47	0.17	0.47	0.5	0.33	0.0	0.13	0.33	0.36	0.48	0.17	0.33	0.4	0.0	0.25	0.0	0.37	0.47	0.21	0.16	0.37	0.3	0.25	0.33	0.47	0.33	0.31	0.25	0.5	0.36	0.2	0.6	0.27	0.06	0.31	0.33	0.5	0.33	0.0	0.13	0.44	0.47	0.25
26	0.36	0.5	0.44	0.47	0.33	0.25	0.47	0.47	0.5	0.5	0.33	0.5	0.25	0.56	0.3	0.56	0.33	0.13	0.33	0.47	0.47	0.28	0.33	0.47	0.62	1.0	0.47	0.33	0.47	0.34	0.25	0.5	0.33	0.3	0.47	0.3	0.44	0.3	0.3	0.46	0.31	0.25	0.47	0.25	0.33	0.56	0.51	0.49	0.42	0.3	0.5	0.38	0.47	0.5	0.33	0.3	0.42	0.3	0.33	0.38	0.31	0.36	0.47	0.47	0.17	0.36	0.58	0.5	0.25	0.5	0.5	0.61	0.31	0.25	0.38	0.43	0.46	0.13	0.5	0.47	0.47	0.76	0.33	0.14	0.35	0.33	0.43	0.0	0.5	0.36	0.5	0.33	0.33	0.33	0.46	0.47	0.5	0.55	0.33	0.5	0.0	0.42	0.5	0.33	0.47	0.47	0.3	0.34	0.47	0.41	0.33	0.4	0.5	0.5	0.5	0.3	0.25	0.73	0.3	0.33	0.33	0.56	0.47	0.33	0.5	0.5	0.21	0.5	0.3	0.47	0.33	0.34	0.33	0.67	0.3	0.3	0.3	0.5	0.53	0.3	0.25	0.46	0.3	0.56	0.67	0.25	0.62	0.33	0.33	0.5	0.5	0.25	0.5	0.5	0.54	0.58	0.3	0.47	0.35	0.42	0.3	0.5	0.5	0.63	0.33	0.33	0.47	0.63	0.42	0.33	0.56	0.5	0.47	0.3	0.5	0.45	0.56	0.5	0.5	0.47	0.33	0.3	0.47	0.5	0.3	0.33	0.6	0.5	0.3
27	0.4	0.0	0.39	0.47	0.19	0.43	0.0	0.42	0.0	0.0	0.37	0.22	0.18	0.0	0.32	0.0	0.21	0.47	0.3	0.43	0.56	0.39	0.37	0.31	0.0	0.0	1.0	0.5	0.5	0.3	0.0	0.48	0.47	0.3	0.5	0.47	0.33	0.35	0.0	0.39	0.16	0.0	0.42	0.16	0.18	0.4	0.5	0.0	0.38	0.5	0.0	0.3	0.37	0.0	0.3	0.47	0.43	0.5	0.5	0.5	0.0	0.0	0.49	0.02	0.49	0.0	0.0	0.33	0.41	0.0	0.0	0.0	0.0	0.33	0.5	0.0	0.09	0.42	0.0	0.32	0.3	0.0	0.36	0.5	0.45	0.3	0.0	0.47	0.0	0.44	0.0	0.47	0.39	0.3	0.0	0.33	0.24	0.5	0.42	0.0	0.5	0.3	0.0	0.39	0.43	0.51	0.5	0.44	0.5	0.3	0.36	0.0	0.12	0.0	0.0	0.18	0.3	0.43	0.21	0.43	0.43	0.44	0.29	0.33	0.44	0.0	0.11	0.0	0.3	0.48	0.37	0.0	0.41	0.28	0.5	0.05	0.5	0.26	0.5	0.5	0.44	0.28	0.3	0.0	0.17	0.49	0.0	0.4	0.33	0.3	0.0	0.0	0.0	0.0	0.41	0.33	0.41	0.5	0.0	0.0	0.32	0.5	0.0	0.16	0.5	0.42	0.0	0.11	0.5	0.3	0.38	0.0	0.33	0.5	0.09	0.41	0.0	0.47	0.0	0.0	0.47	0.56	0.3	0.0	0.3	0.38	0.0	0.0	0.31
